  0.801983833       1.03608537      0.801983833       1.17185521       1.54038072       1.17185521       1.34506595       1.78174162       1.34506595       1.42668128       1.89647460       1.42668128       1.46520317       1.95082116       1.46520305       1.48333263       1.97643471       1.48333251       1.49171805       1.98828840       1.49171746       1.49527884       1.99332201       1.49527681       1.49610460       1.99448538       1.49609685       1.49468386       1.99246144       1.49465525       1.49020040       1.98606360       1.49009347       1.48008370       1.97154224       1.47968495       1.45862162       1.94037747       1.45713353       1.41405225       1.87425303       1.40849876       1.32336116       1.73411965       1.30263519       1.14529562       1.43626416       1.06794536      0.821579337    
  0.797725677      0.532904267      0.343314588      0.400182843      0.265964299      0.151513353      0.193749398      0.130787387       6.90030009E-02   9.25348625E-02   6.34495020E-02   3.19761410E-02   4.39536162E-02   3.04880869E-02   1.49572231E-02   2.08297335E-02   1.45585006E-02   7.03120278E-03   9.86006111E-03   6.92436565E-03   3.31330486E-03   4.66407835E-03   3.28467786E-03   1.56292599E-03   2.20450782E-03   1.55525538E-03   7.37183553E-04   1.04109838E-03   7.35128298E-04   3.47489637E-04   4.90968581E-04   3.46938905E-04   1.63515200E-04   2.31181330E-04   1.63367644E-04   7.68004611E-05   1.08552857E-04   7.67609235E-05   3.59383885E-05   5.08391531E-05   3.59277947E-05   1.67633152E-05   2.36895103E-05   1.67604776E-05   7.76779325E-06   1.09951452E-05   7.76703200E-06   3.58291277E-06   5.06006836E-06
   3.58270904E-06   1.63503273E-06   2.31656736E-06   1.63497816E-06   7.41915869E-07   1.04654794E-06   7.41901204E-07   3.31220235E-07   4.70013987E-07   3.31216285E-07   1.47013026E-07   2.06975599E-07   1.47011960E-07   6.37349231E-08   9.06604072E-08   6.37346389E-08   2.75117422E-08   3.86196000E-08   2.75116658E-08   1.14926912E-08   1.64058154E-08   1.14926708E-08   4.79840034E-09   6.70746125E-09   4.79839501E-09   1.91626692E-09   2.74908274E-09   1.91626559E-09   7.70099151E-10   1.07026010E-09   7.70098763E-10   2.91696611E-10   4.21293750E-10   2.91696500E-10   1.12360427E-10   1.54949442E-10   1.12360399E-10   4.00466708E-11   5.83547169E-11   4.00466639E-11   1.47335946E-11   2.01136243E-11   1.47335928E-11   4.90090824E-12   7.22394453E-12   4.90090737E-12   1.71719095E-12   2.31397822E-12   1.71719073E-12
   5.28503185E-13   7.90505140E-13   5.28503185E-13   1.75941794E-13   2.33216631E-13   1.75941781E-13   4.96336608E-14   7.56232371E-14   4.96336608E-14   1.56700045E-14   2.03458635E-14   1.56700045E-14   4.00947535E-15   6.25190275E-15   4.00947535E-15   1.19876931E-15   1.51677682E-15   1.19876931E-15   2.74868279E-16   4.41136135E-16   2.74868253E-16   7.77483668E-17   9.52594362E-17   7.77483668E-17   1.57506521E-17   2.62014439E-17   1.57506521E-17   4.21234200E-18   4.95868225E-18   4.21234158E-18   7.41258984E-19   1.28937543E-18   7.41258984E-19   1.87402356E-19   2.09884414E-19   1.87402343E-19   2.80555656E-20   5.15948414E-20   2.80555592E-20   6.70689067E-21   7.05787576E-21   6.70688905E-21   8.32199434E-22   1.64110099E-21   8.32199131E-22   1.88261011E-22   1.83170195E-22   1.88260910E-22   1.87212249E-23
   4.03276991E-23   1.87212028E-23   4.01306756E-24   3.53358488E-24   4.01306164E-24   3.05838094E-25   7.37845270E-25   3.05836640E-25   6.22446630E-26   4.81617948E-26   6.22442809E-26   3.41610591E-27   9.56021764E-27   3.41602348E-27   6.61899414E-28   4.31258085E-28   6.61877892E-28   2.38559947E-29   8.16349764E-29   2.38521353E-29   4.41639660E-30   2.26594310E-30   4.41539639E-30   8.99515079E-32   4.10690267E-31   8.98090379E-32   1.59876401E-32   5.71907389E-33   1.59511174E-32   1.38696578E-34   9.97512751E-34   1.35076056E-34   2.39330650E-35   4.38459393E-36   2.30161794E-35   5.87747175E-38   7.40561441E-37   1.17549435E-38   1.17549435E-38   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000    
   0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      -1.17549435E-38   0.00000000       0.00000000      -4.70197740E-38  -7.28806498E-37   0.00000000      -2.31454838E-35  -2.86820622E-36  -2.22285982E-35  -8.96667091E-35  -9.44885869E-34  -8.60461865E-35  -1.48180114E-32  -3.60096237E-33  -1.47814888E-32  -5.55814166E-32
